model.nb_epoch	feat.last_char	model.activations	model.metrics	global.train_test_split	result.exception	result.feature_count	feat.tag_filter	global.nolog	feat.data_path	model.batch_size	feat.encoding	result.test_sample_count	feat.use_padding	result.test_acc	model.architecture	result.train_sample_count	feat.sample_per_class	result.train_loss	feat.include_smaller_ngrams	model.input_dim	result.success	result.running_time	result.test_loss	model.output_dim	result.train_acc	feat.N	model.loss	model.layers	model.optimizer	global.comment	result.timestamp	feat.max_lines	feat.full_tag	feat.grep_filter	feat.sample_size	result.class_no
90.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.89125	FFNN	54000.0	30000.0	0.2796167569651648	False	481.0	True	0 days 00:00:38.706847	0.2730580113828182	2.0	0.8916851851851851	1.0	binary_crossentropy	(40, 40)	rmsprop							
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.9645	FFNN	54000.0	30000.0	0.08175511698376525	False	481.0	True	0 days 00:03:13.012907	0.11523290522769092	2.0	0.9734166666666668	1.0	binary_crossentropy	(40, 40)	rmsprop							
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.9725833333333334	FFNN	54000.0	30000.0	0.07405188807362208	False	481.0	True	0 days 00:01:52.606199	0.0946413678067426	2.0	0.9773333333333334	1.0	binary_crossentropy	(40, 40)	rmsprop							
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.9626666666666668	FFNN	54000.0	30000.0	0.0914471446270192	False	481.0	True	0 days 00:01:12.609547	0.12464321187262735	2.0	0.971425925925926	1.0	binary_crossentropy	(40, 40)	rmsprop							
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.9435	FFNN	54000.0	30000.0	0.16606453648292355	False	481.0	True	0 days 00:00:53.119967	0.1673299587070942	2.0	0.9432962962962964	1.0	binary_crossentropy	(40, 40)	rmsprop							
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.9259999999999999	FFNN	54000.0	30000.0	0.2026126799936648	False	481.0	True	0 days 00:00:46.848415	0.22072572400172552	2.0	0.9294629629629628	1.0	binary_crossentropy	(40, 40)	rmsprop							
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8898333333333334	FFNN	54000.0	30000.0	0.2775228233784437	False	481.0	True	0 days 00:00:41.035604	0.2788200326164563	2.0	0.8926018518518518	1.0	binary_crossentropy	(40, 40)	rmsprop							
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.8833333333333333	FFNN	54000.0	30000.0	0.2909577161139912	False	481.0	True	0 days 00:00:32.192390	0.2987908527950446	2.0	0.8881666666666667	1.0	binary_crossentropy	(100, 40)	rmsprop							
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.8889166666666667	FFNN	54000.0	30000.0	0.2896517424362677	False	481.0	True	0 days 00:00:28.311010	0.2994491190612316	2.0	0.8894351851851852	1.0	binary_crossentropy	(100, 40)	rmsprop							
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.8868333333333334	FFNN	54000.0	30000.0	0.29738907682233384	False	481.0	True	0 days 00:00:26.396749	0.293339769522349	2.0	0.8833148148148148	1.0	binary_crossentropy	(100, 40)	rmsprop							
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.8741666666666666	FFNN	54000.0	30000.0	0.3010503828459316	False	481.0	True	0 days 00:00:25.245112	0.30763502046465874	2.0	0.880462962962963	1.0	binary_crossentropy	(100, 40)	rmsprop							
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8644166666666667	FFNN	54000.0	30000.0	0.3308677577288062	False	481.0	True	0 days 00:00:25.313163	0.33395169268051783	2.0	0.8640092592592593	1.0	binary_crossentropy	(100, 40)	rmsprop							
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8375833333333333	FFNN	54000.0	30000.0	0.40484360028196265	False	481.0	True	0 days 00:00:25.268116	0.4139042756954829	2.0	0.8382777777777778	1.0	binary_crossentropy	(100, 40)	rmsprop							
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.8913333333333333	FFNN	54000.0	30000.0	0.2841165182491144	False	481.0	True	0 days 00:00:41.565879	0.28292532766858736	2.0	0.8942037037037037	1.0	binary_crossentropy	(100, 40)	rmsprop							
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.8834166666666666	FFNN	54000.0	30000.0	0.2879758391921167	False	481.0	True	0 days 00:00:33.472542	0.3088237187763055	2.0	0.8908888888888888	1.0	binary_crossentropy	(100, 40)	rmsprop							
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.8835	FFNN	54000.0	30000.0	0.2822921205748011	False	481.0	True	0 days 00:00:29.257034	0.3013114568094413	2.0	0.8913888888888889	1.0	binary_crossentropy	(100, 40)	rmsprop							
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.887	FFNN	54000.0	30000.0	0.2854753042371185	False	481.0	True	0 days 00:00:27.599670	0.2900851029853026	2.0	0.8908981481481482	1.0	binary_crossentropy	(100, 40)	rmsprop							
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8808333333333334	FFNN	54000.0	30000.0	0.2952014094767747	False	481.0	True	0 days 00:00:26.865431	0.29515518450737	2.0	0.8826481481481482	1.0	binary_crossentropy	(100, 40)	rmsprop							
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8708333333333333	FFNN	54000.0	30000.0	0.3140719604536339	False	481.0	True	0 days 00:00:26.393663	0.3262888810237249	2.0	0.8749074074074074	1.0	binary_crossentropy	(100, 40)	rmsprop							
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.9161666666666668	FFNN	54000.0	30000.0	0.2135283160518717	False	481.0	True	0 days 00:00:59.234108	0.21830401943127314	2.0	0.9174814814814816	1.0	binary_crossentropy	(100, 40)	rmsprop							
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.894	FFNN	54000.0	30000.0	0.2671085985291887	False	481.0	True	0 days 00:00:42.718848	0.2789856387128433	2.0	0.8980092592592592	1.0	binary_crossentropy	(100, 40)	rmsprop							
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.8905833333333333	FFNN	54000.0	30000.0	0.2802689328679332	False	481.0	True	0 days 00:00:34.904373	0.2900104635159175	2.0	0.8936203703703703	1.0	binary_crossentropy	(100, 40)	rmsprop							
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.8865833333333333	FFNN	54000.0	30000.0	0.281625839214634	False	481.0	True	0 days 00:00:31.207321	0.28657422099510826	2.0	0.8930185185185185	1.0	binary_crossentropy	(100, 40)	rmsprop							
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8895833333333333	FFNN	54000.0	30000.0	0.2823986614942551	False	481.0	True	0 days 00:00:29.750648	0.2850118543008963	2.0	0.8906111111111111	1.0	binary_crossentropy	(100, 40)	rmsprop							
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8895833333333333	FFNN	54000.0	30000.0	0.2893141122261683	False	481.0	True	0 days 00:00:28.633462	0.28826987198988596	2.0	0.8880555555555556	1.0	binary_crossentropy	(100, 40)	rmsprop							
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.955	FFNN	54000.0	30000.0	0.1171344639732054	False	481.0	True	0 days 00:01:17.032911	0.13443764689813054	2.0	0.9611944444444444	1.0	binary_crossentropy	(100, 40)	rmsprop							
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.9249166666666668	FFNN	54000.0	30000.0	0.2095221718064061	False	481.0	True	0 days 00:00:54.656886	0.21228020695348584	2.0	0.9281018518518521	1.0	binary_crossentropy	(100, 40)	rmsprop							
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.8973333333333333	FFNN	54000.0	30000.0	0.2671652914368444	False	481.0	True	0 days 00:00:40.371549	0.266196042150259	2.0	0.8960462962962963	1.0	binary_crossentropy	(100, 40)	rmsprop							
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.8928333333333334	FFNN	54000.0	30000.0	0.28079445725127505	False	481.0	True	0 days 00:00:34.775958	0.28351633218427497	2.0	0.8933333333333333	1.0	binary_crossentropy	(100, 40)	rmsprop							
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.889	FFNN	54000.0	30000.0	0.2794257106438831	False	481.0	True	0 days 00:00:32.421185	0.2930669246762991	2.0	0.8929259259259259	1.0	binary_crossentropy	(100, 40)	rmsprop							
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.88725	FFNN	54000.0	30000.0	0.28321233415934777	False	481.0	True	0 days 00:00:31.060383	0.29094312008221945	2.0	0.8889444444444444	1.0	binary_crossentropy	(100, 40)	rmsprop							
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.95925	FFNN	54000.0	30000.0	0.09790675238989018	False	481.0	True	0 days 00:01:34.743964	0.11488713404287895	2.0	0.966175925925926	1.0	binary_crossentropy	(100, 40)	rmsprop							
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.9501666666666668	FFNN	54000.0	30000.0	0.14287923521852053	False	481.0	True	0 days 00:01:01.962455	0.14899126401543614	2.0	0.9508981481481479	1.0	binary_crossentropy	(100, 40)	rmsprop							
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.9158333333333334	FFNN	54000.0	30000.0	0.2208363425245992	False	481.0	True	0 days 00:00:46.264506	0.2204117369453112	2.0	0.9167314814814816	1.0	binary_crossentropy	(100, 40)	rmsprop							
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.8915	FFNN	54000.0	30000.0	0.2785365101540529	False	481.0	True	0 days 00:00:38.437555	0.28260701712965963	2.0	0.8934351851851852	1.0	binary_crossentropy	(100, 40)	rmsprop							
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8921666666666667	FFNN	54000.0	30000.0	0.2798382039572353	False	481.0	True	0 days 00:00:35.419565	0.28247270767887434	2.0	0.8929351851851852	1.0	binary_crossentropy	(100, 40)	rmsprop							
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8864166666666666	FFNN	54000.0	30000.0	0.2803509961041035	False	481.0	True	0 days 00:00:33.392940	0.2912122804721197	2.0	0.8915185185185185	1.0	binary_crossentropy	(100, 40)	rmsprop							
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.9654166666666668	FFNN	54000.0	30000.0	0.0838672725049158	False	481.0	True	0 days 00:01:52.319168	0.1022970808930695	2.0	0.9726851851851852	1.0	binary_crossentropy	(100, 40)	rmsprop							
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.95875	FFNN	54000.0	30000.0	0.12418956860430815	False	481.0	True	0 days 00:01:11.281055	0.1290916547899445	2.0	0.9595370370370372	1.0	binary_crossentropy	(100, 40)	rmsprop							
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.9300833333333334	FFNN	54000.0	30000.0	0.1979995081074261	False	481.0	True	0 days 00:00:51.772327	0.20190937446554505	2.0	0.9279999999999999	1.0	binary_crossentropy	(100, 40)	rmsprop							
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.8909166666666667	FFNN	54000.0	30000.0	0.2615473573649371	False	481.0	True	0 days 00:00:41.831751	0.26740868437290194	2.0	0.8956944444444445	1.0	binary_crossentropy	(100, 40)	rmsprop							
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8879166666666667	FFNN	54000.0	30000.0	0.280976979970932	False	481.0	True	0 days 00:00:38.444915	0.28790834947427113	2.0	0.8948425925925926	1.0	binary_crossentropy	(100, 40)	rmsprop							
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8915	FFNN	54000.0	30000.0	0.2809334867265489	False	481.0	True	0 days 00:00:35.804243	0.2750498916308085	2.0	0.889462962962963	1.0	binary_crossentropy	(100, 40)	rmsprop							
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.9659166666666666	FFNN	54000.0	30000.0	0.07631389261671791	False	481.0	True	0 days 00:02:09.901133	0.1033052579096208	2.0	0.9755462962962964	1.0	binary_crossentropy	(100, 40)	rmsprop							
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.9649166666666666	FFNN	54000.0	30000.0	0.08399656739072116	False	481.0	True	0 days 00:01:21.279110	0.11358242328092455	2.0	0.9729351851851852	1.0	binary_crossentropy	(100, 40)	rmsprop							
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.9438333333333332	FFNN	54000.0	30000.0	0.15143637752491568	False	481.0	True	0 days 00:00:57.564490	0.1663214047923684	2.0	0.948675925925926	1.0	binary_crossentropy	(100, 40)	rmsprop							
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.8930833333333333	FFNN	54000.0	30000.0	0.2554377080914047	False	481.0	True	0 days 00:00:45.248688	0.2653170543015003	2.0	0.8983703703703704	1.0	binary_crossentropy	(100, 40)	rmsprop							
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.89525	FFNN	54000.0	30000.0	0.27791615527316377	False	481.0	True	0 days 00:00:41.132955	0.2785592104792595	2.0	0.8956759259259259	1.0	binary_crossentropy	(100, 40)	rmsprop							
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8849166666666667	FFNN	54000.0	30000.0	0.2798325021791237	False	481.0	True	0 days 00:00:38.461233	0.2890474290251732	2.0	0.89025	1.0	binary_crossentropy	(100, 40)	rmsprop							
70.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.9705833333333334	FFNN	54000.0	30000.0	0.07412857469274765	False	481.0	True	0 days 00:02:28.186509	0.08597641798729698	2.0	0.9772222222222222	1.0	binary_crossentropy	(100, 40)	rmsprop							
70.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.96475	FFNN	54000.0	30000.0	0.07831185824172228	False	481.0	True	0 days 00:01:30.907373	0.10609361854133506	2.0	0.9745555555555556	1.0	binary_crossentropy	(100, 40)	rmsprop							
70.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.9510833333333332	FFNN	54000.0	30000.0	0.12808578878917076	False	481.0	True	0 days 00:01:02.688710	0.14701942374308904	2.0	0.956962962962963	1.0	binary_crossentropy	(100, 40)	rmsprop							
70.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.89675	FFNN	54000.0	30000.0	0.2436301772059114	False	481.0	True	0 days 00:00:49.108100	0.25809255230426786	2.0	0.9001296296296296	1.0	binary_crossentropy	(100, 40)	rmsprop							
70.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8939166666666667	FFNN	54000.0	30000.0	0.2753056468097148	False	481.0	True	0 days 00:00:44.301438	0.27696077633897465	2.0	0.8945277777777778	1.0	binary_crossentropy	(100, 40)	rmsprop							
70.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8911666666666667	FFNN	54000.0	30000.0	0.2794358264859076	False	481.0	True	0 days 00:00:40.897559	0.28079890715082484	2.0	0.8911944444444444	1.0	binary_crossentropy	(100, 40)	rmsprop							
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.97275	FFNN	54000.0	30000.0	0.06622120162561812	False	481.0	True	0 days 00:02:46.030419	0.08688356160124143	2.0	0.9803888888888888	1.0	binary_crossentropy	(100, 40)	rmsprop							
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.9666666666666668	FFNN	54000.0	30000.0	0.06664960122253331	False	481.0	True	0 days 00:01:40.381734	0.10711186603394647	2.0	0.979175925925926	1.0	binary_crossentropy	(100, 40)	rmsprop							
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.9568333333333332	FFNN	54000.0	30000.0	0.09949437554994668	False	481.0	True	0 days 00:01:09.199700	0.13181371867160002	2.0	0.9685648148148148	1.0	binary_crossentropy	(100, 40)	rmsprop							
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.9133333333333332	FFNN	54000.0	30000.0	0.20876924678434927	False	481.0	True	0 days 00:00:52.178184	0.21677708166340987	2.0	0.9182592592592592	1.0	binary_crossentropy	(100, 40)	rmsprop							
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8959999999999999	FFNN	54000.0	30000.0	0.27204852844388394	False	481.0	True	0 days 00:00:47.195599	0.2739430516411861	2.0	0.89725	1.0	binary_crossentropy	(100, 40)	rmsprop							
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8926666666666667	FFNN	54000.0	30000.0	0.2809225542175549	False	481.0	True	0 days 00:00:43.039572	0.2802273003757	2.0	0.8931388888888889	1.0	binary_crossentropy	(100, 40)	rmsprop							
90.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.9714166666666668	FFNN	54000.0	30000.0	0.06646860065021447	False	481.0	True	0 days 00:03:04.026449	0.08854845430764059	2.0	0.9801203703703704	1.0	binary_crossentropy	(100, 40)	rmsprop							
